Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2017,11,2311,Melbourne,Cairns
2017,12,284,Townsville,Cairns
2017,12,1971,Sydney,Cairns
2017,12,2311,Melbourne,Cairns
2018,1,284,Townsville,Cairns
2018,1,1971,Sydney,Cairns
2018,1,2311,Melbourne,Cairns
2018,2,284,Townsville,Cairns
2018,2,1971,Sydney,Cairns
2018,2,2311,Melbourne,Cairns
2018,3,284,Townsville,Cairns
2018,3,1971,Sydney,Cairns
2018,3,2311,Melbourne,Cairns
2018,4,284,Townsville,Cairns
2018,4,1971,Sydney,Cairns
2018,4,2311,Melbourne,Cairns
2018,5,284,Townsville,Cairns
2018,5,1971,Sydney,Cairns
2018,5,2311,Melbourne,Cairns
2018,6,284,Townsville,Cairns
2018,6,1971,Sydney,Cairns
2018,6,2311,Melbourne,Cairns
2018,7,284,Townsville,Cairns
2018,7,1971,Sydney,Cairns
2018,7,2311,Melbourne,Cairns
2018,8,284,Townsville,Cairns
2018,8,1971,Sydney,Cairns
2018,8,2311,Melbourne,Cairns
2018,9,284,Townsville,Cairns
2018,9,1971,Sydney,Cairns
2018,9,2311,Melbourne,Cairns
2018,10,284,Townsville,Cairns
2018,10,1971,Sydney,Cairns
2018,10,2311,Melbourne,Cairns
2018,11,284,Townsville,Cairns
2018,11,1971,Sydney,Cairns
2018,11,2311,Melbourne,Cairns
2018,12,284,Townsville,Cairns
2018,12,1971,Sydney,Cairns
2018,12,2311,Melbourne,Cairns
2019,1,284,Townsville,Cairns
2019,1,1971,Sydney,Cairns
2019,1,2311,Melbourne,Cairns
2019,2,284,Townsville,Cairns
2019,2,1971,Sydney,Cairns
2019,2,2311,Melbourne,Cairns
2019,3,284,Townsville,Cairns
2019,3,1971,Sydney,Cairns
2019,3,2311,Melbourne,Cairns
2019,4,284,Townsville,Cairns
2019,4,1971,Sydney,Cairns
2019,4,2311,Melbourne,Cairns
2019,5,284,Townsville,Cairns
2019,5,1971,Sydney,Cairns
2019,5,2311,Melbourne,Cairns
2019,6,284,Townsville,Cairns
2019,6,1971,Sydney,Cairns
2019,6,2311,Melbourne,Cairns
2019,7,284,Townsville,Cairns
2019,7,1971,Sydney,Cairns
2019,7,2311,Melbourne,Cairns
2019,8,284,Townsville,Cairns
2019,8,1971,Sydney,Cairns
2019,8,2311,Melbourne,Cairns
2019,9,284,Townsville,Cairns
2019,9,1971,Sydney,Cairns
2019,9,2311,Melbourne,Cairns
2019,10,284,Townsville,Cairns
2019,10,1971,Sydney,Cairns
2019,10,2311,Melbourne,Cairns
2019,11,284,Townsville,Cairns
2019,11,1971,Sydney,Cairns
2019,11,2311,Melbourne,Cairns
2019,12,284,Townsville,Cairns
2019,12,1971,Sydney,Cairns
2019,12,2311,Melbourne,Cairns
2020,1,284,Townsville,Cairns
2020,1,1971,Sydney,Cairns
2020,1,2311,Melbourne,Cairns
2020,2,284,Townsville,Cairns
2020,2,1971,Sydney,Cairns
2020,2,2311,Melbourne,Cairns
2020,3,284,Townsville,Cairns
2020,3,1971,Sydney,Cairns
2020,3,2311,Melbourne,Cairns
2020,4,284,Townsville,Cairns
2020,4,1971,Sydney,Cairns
2020,4,2311,Melbourne,Cairns
2020,5,284,Townsville,Cairns
2020,5,1971,Sydney,Cairns
2020,5,2311,Melbourne,Cairns
2020,6,284,Townsville,Cairns
2020,6,1971,Sydney,Cairns
2020,6,2311,Melbourne,Cairns
2020,7,284,Townsville,Cairns
2020,7,1971,Sydney,Cairns
2020,7,2311,Melbourne,Cairns
2020,8,284,Townsville,Cairns
2020,8,1971,Sydney,Cairns
2020,8,2311,Melbourne,Cairns
2020,9,284,Townsville,Cairns
2020,9,1971,Sydney,Cairns
2020,9,2311,Melbourne,Cairns
2020,10,284,Townsville,Cairns
2020,10,1971,Sydney,Cairns
2020,10,2311,Melbourne,Cairns
2020,11,284,Townsville,Cairns
2020,11,1971,Sydney,Cairns
2020,11,2311,Melbourne,Cairns
2020,12,284,Townsville,Cairns
2020,12,1971,Sydney,Cairns
2020,12,2311,Melbourne,Cairns
2021,1,284,Townsville,Cairns
2021,1,1971,Sydney,Cairns
2021,1,2311,Melbourne,Cairns
2021,2,284,Townsville,Cairns
2021,2,1971,Sydney,Cairns
2021,2,2311,Melbourne,Cairns
2021,3,284,Townsville,Cairns
2021,3,1971,Sydney,Cairns
2021,3,2311,Melbourne,Cairns
2021,4,284,Townsville,Cairns
2021,4,1971,Sydney,Cairns
2021,4,2311,Melbourne,Cairns
2021,5,284,Townsville,Cairns
2021,5,1971,Sydney,Cairns
2021,5,2311,Melbourne,Cairns
2021,6,284,Townsville,Cairns
2021,6,1484,Gold Coast,Cairns
2021,6,1971,Sydney,Cairns
2021,6,2311,Melbourne,Cairns
2021,7,284,Townsville,Cairns
2021,7,1484,Gold Coast,Cairns
2021,7,1971,Sydney,Cairns
2021,7,2311,Melbourne,Cairns
2021,8,284,Townsville,Cairns
2021,8,1484,Gold Coast,Cairns
2021,8,1971,Sydney,Cairns
2021,8,2311,Melbourne,Cairns
2021,9,284,Townsville,Cairns
2021,9,1484,Gold Coast,Cairns
2021,9,1971,Sydney,Cairns
2021,9,2311,Melbourne,Cairns
2021,10,284,Townsville,Cairns
2021,10,1484,Gold Coast,Cairns
2021,10,1971,Sydney,Cairns
2021,10,2311,Melbourne,Cairns
2021,11,284,Townsville,Cairns
2021,11,1484,Gold Coast,Cairns
2021,11,1971,Sydney,Cairns
2021,11,2311,Melbourne,Cairns
2021,12,284,Townsville,Cairns
2021,12,1484,Gold Coast,Cairns
2021,12,1971,Sydney,Cairns
2021,12,2311,Melbourne,Cairns
2022,1,284,Townsville,Cairns
2022,1,1484,Gold Coast,Cairns
2022,1,1971,Sydney,Cairns
2022,1,2311,Melbourne,Cairns
2022,2,284,Townsville,Cairns
2022,2,1484,Gold Coast,Cairns
2022,2,1971,Sydney,Cairns
2022,2,2311,Melbourne,Cairns
2022,3,284,Townsville,Cairns
2022,3,1484,Gold Coast,Cairns
2022,3,1971,Sydney,Cairns
2022,3,2311,Melbourne,Cairns
2022,4,284,Townsville,Cairns
2022,4,1484,Gold Coast,Cairns
2022,4,1971,Sydney,Cairns
2022,4,2311,Melbourne,Cairns
2022,5,284,Townsville,Cairns
2022,5,1484,Gold Coast,Cairns
2022,5,1971,Sydney,Cairns
2022,5,2311,Melbourne,Cairns
2022,6,284,Townsville,Cairns
2022,6,1484,Gold Coast,Cairns
2022,6,1971,Sydney,Cairns
2022,6,2311,Melbourne,Cairns
2022,7,284,Townsville,Cairns
2022,7,1484,Gold Coast,Cairns
2022,7,1971,Sydney,Cairns
2022,7,2311,Melbourne,Cairns
2022,8,284,Townsville,Cairns
2022,8,1484,Gold Coast,Cairns
2022,8,1971,Sydney,Cairns
2022,8,2311,Melbourne,Cairns
2022,9,284,Townsville,Cairns
2022,9,1484,Gold Coast,Cairns
2022,9,1971,Sydney,Cairns
2022,9,2311,Melbourne,Cairns
2022,10,284,Townsville,Cairns
2022,10,1484,Gold Coast,Cairns
2022,10,1971,Sydney,Cairns
2022,10,2311,Melbourne,Cairns
2022,11,284,Townsville,Cairns
2022,11,1484,Gold Coast,Cairns
2022,11,1971,Sydney,Cairns
2022,11,2311,Melbourne,Cairns
2022,12,284,Townsville,Cairns
2022,12,1484,Gold Coast,Cairns
2022,12,1971,Sydney,Cairns
2022,12,2311,Melbourne,Cairns
2023,1,284,Townsville,Cairns
2023,1,1484,Gold Coast,Cairns
2023,1,1971,Sydney,Cairns
2023,1,2311,Melbourne,Cairns
2023,2,284,Townsville,Cairns
2023,2,1484,Gold Coast,Cairns
2023,2,1971,Sydney,Cairns
2023,2,2311,Melbourne,Cairns
2023,3,284,Townsville,Cairns
2023,3,1484,Gold Coast,Cairns
2023,3,1971,Sydney,Cairns
2023,3,2311,Melbourne,Cairns
2023,4,284,Townsville,Cairns
2023,4,1484,Gold Coast,Cairns
2023,4,1971,Sydney,Cairns
2023,4,2311,Melbourne,Cairns
2023,5,284,Townsville,Cairns
2023,5,1484,Gold Coast,Cairns
2023,5,1971,Sydney,Cairns
2023,5,2311,Melbourne,Cairns
2023,6,284,Townsville,Cairns
2023,6,1484,Gold Coast,Cairns
2023,6,1971,Sydney,Cairns
2023,6,2311,Melbourne,Cairns
2023,7,284,Townsville,Cairns
2023,7,1484,Gold Coast,Cairns
2023,7,1971,Sydney,Cairns
2023,7,2311,Melbourne,Cairns
2023,8,284,Townsville,Cairns
2023,8,1484,Gold Coast,Cairns
2023,8,1971,Sydney,Cairns
2023,8,2311,Melbourne,Cairns
2023,9,284,Townsville,Cairns
2023,9,1484,Gold Coast,Cairns
2023,9,1971,Sydney,Cairns
2023,9,2311,Melbourne,Cairns
2023,10,284,Townsville,Cairns
2023,10,1484,Gold Coast,Cairns
2023,10,1971,Sydney,Cairns
2023,10,2311,Melbourne,Cairns
2023,11,284,Townsville,Cairns
2023,11,1484,Gold Coast,Cairns
2023,11,1971,Sydney,Cairns
2023,11,2311,Melbourne,Cairns
2023,12,284,Townsville,Cairns
2023,12,1484,Gold Coast,Cairns
2023,12,1971,Sydney,Cairns
2023,12,2311,Melbourne,Cairns
2024,1,284,Townsville,Cairns
2024,1,1484,Gold Coast,Cairns
2024,1,1971,Sydney,Cairns
2024,1,2311,Melbourne,Cairns
2008,1,236,Sydney,Canberra
2008,1,470,Melbourne,Canberra
2008,2,236,Sydney,Canberra
2008,2,470,Melbourne,Canberra
2008,3,236,Sydney,Canberra
2008,3,470,Melbourne,Canberra
2008,4,236,Sydney,Canberra
2008,4,470,Melbourne,Canberra
2008,5,236,Sydney,Canberra
2008,5,470,Melbourne,Canberra
2008,6,236,Sydney,Canberra
2008,6,470,Melbourne,Canberra
2008,7,236,Sydney,Canberra
2008,7,470,Melbourne,Canberra
2008,8,236,Sydney,Canberra
2008,8,470,Melbourne,Canberra
2008,9,236,Sydney,Canberra
2008,9,470,Melbourne,Canberra
2008,10,236,Sydney,Canberra
2008,10,470,Melbourne,Canberra
2008,11,236,Sydney,Canberra
2008,11,470,Melbourne,Canberra
2008,12,236,Sydney,Canberra
2008,12,470,Melbourne,Canberra
2009,1,236,Sydney,Canberra
2009,1,470,Melbourne,Canberra
2009,2,236,Sydney,Canberra
2009,2,470,Melbourne,Canberra
2009,3,236,Sydney,Canberra
2009,3,470,Melbourne,Canberra
2009,4,236,Sydney,Canberra
2009,4,470,Melbourne,Canberra
2009,5,236,Sydney,Canberra
2009,5,470,Melbourne,Canberra
2009,6,236,Sydney,Canberra
2009,6,470,Melbourne,Canberra
2009,7,236,Sydney,Canberra
2009,7,470,Melbourne,Canberra
2009,8,236,Sydney,Canberra
2009,8,470,Melbourne,Canberra
2009,9,236,Sydney,Canberra
2009,9,470,Melbourne,Canberra
2009,10,236,Sydney,Canberra
2009,10,470,Melbourne,Canberra
2009,11,236,Sydney,Canberra
2009,11,470,Melbourne,Canberra
2009,12,236,Sydney,Canberra
2009,12,470,Melbourne,Canberra
2010,1,236,Sydney,Canberra
2010,1,470,Melbourne,Canberra
2010,2,236,Sydney,Canberra
2010,2,470,Melbourne,Canberra
2010,3,236,Sydney,Canberra
2010,3,470,Melbourne,Canberra
2010,4,236,Sydney,Canberra
2010,4,470,Melbourne,Canberra
2010,5,236,Sydney,Canberra
2010,5,470,Melbourne,Canberra
2010,6,236,Sydney,Canberra
2010,6,470,Melbourne,Canberra
2010,7,236,Sydney,Canberra
2010,7,470,Melbourne,Canberra
2010,8,236,Sydney,Canberra
2010,8,470,Melbourne,Canberra
2010,9,236,Sydney,Canberra
2010,9,470,Melbourne,Canberra
2010,10,236,Sydney,Canberra
2010,10,470,Melbourne,Canberra
2010,11,236,Sydney,Canberra
2010,11,470,Melbourne,Canberra
2010,12,236,Sydney,Canberra
2010,12,470,Melbourne,Canberra
2011,1,236,Sydney,Canberra
2011,1,470,Melbourne,Canberra
2011,2,236,Sydney,Canberra
2011,2,470,Melbourne,Canberra
2011,3,236,Sydney,Canberra
2011,3,470,Melbourne,Canberra
2011,4,236,Sydney,Canberra
2011,4,470,Melbourne,Canberra
2011,5,236,Sydney,Canberra
2011,5,470,Melbourne,Canberra
2011,6,236,Sydney,Canberra
2011,6,470,Melbourne,Canberra
2011,7,236,Sydney,Canberra
2011,7,470,Melbourne,Canberra
2011,8,236,Sydney,Canberra
2011,8,470,Melbourne,Canberra
2011,9,236,Sydney,Canberra
2011,9,470,Melbourne,Canberra
2011,10,236,Sydney,Canberra
2011,10,470,Melbourne,Canberra
2011,11,236,Sydney,Canberra
2011,11,470,Melbourne,Canberra
2011,12,236,Sydney,Canberra
2011,12,470,Melbourne,Canberra
2012,1,236,Sydney,Canberra
2012,1,470,Melbourne,Canberra
2012,2,236,Sydney,Canberra
2012,2,470,Melbourne,Canberra
2012,3,236,Sydney,Canberra
2012,3,470,Melbourne,Canberra
2012,4,236,Sydney,Canberra
2012,4,470,Melbourne,Canberra
2012,5,236,Sydney,Canberra
2012,5,470,Melbourne,Canberra
2012,6,236,Sydney,Canberra
2012,6,470,Melbourne,Canberra
2012,7,236,Sydney,Canberra
2012,7,470,Melbourne,Canberra
2012,8,236,Sydney,Canberra
2012,8,470,Melbourne,Canberra
2012,9,236,Sydney,Canberra
2012,9,470,Melbourne,Canberra
2012,10,236,Sydney,Canberra
2012,10,470,Melbourne,Canberra
2012,11,236,Sydney,Canberra
2012,11,470,Melbourne,Canberra
2012,12,236,Sydney,Canberra
2012,12,470,Melbourne,Canberra
2013,1,236,Sydney,Canberra
2013,1,470,Melbourne,Canberra
2013,2,236,Sydney,Canberra
2013,2,470,Melbourne,Canberra
2013,3,236,Sydney,Canberra
2013,3,470,Melbourne,Canberra
2013,4,236,Sydney,Canberra
2013,4,470,Melbourne,Canberra
2013,5,236,Sydney,Canberra
2013,5,470,Melbourne,Canberra
2013,6,236,Sydney,Canberra
2013,6,470,Melbourne,Canberra
2013,7,236,Sydney,Canberra
2013,7,470,Melbourne,Canberra
2013,8,236,Sydney,Canberra
2013,8,470,Melbourne,Canberra
2013,9,236,Sydney,Canberra
2013,9,470,Melbourne,Canberra
2013,10,236,Sydney,Canberra
2013,10,470,Melbourne,Canberra
2013,11,236,Sydney,Canberra
2013,11,470,Melbourne,Canberra
2013,12,236,Sydney,Canberra
2013,12,470,Melbourne,Canberra
2014,1,236,Sydney,Canberra
2014,1,470,Melbourne,Canberra
2014,2,236,Sydney,Canberra
2014,2,470,Melbourne,Canberra
2014,3,236,Sydney,Canberra
2014,3,470,Melbourne,Canberra
2014,4,236,Sydney,Canberra
2014,4,470,Melbourne,Canberra
2014,5,236,Sydney,Canberra
2014,5,470,Melbourne,Canberra
2014,6,236,Sydney,Canberra
2014,6,470,Melbourne,Canberra
2014,7,236,Sydney,Canberra
2014,7,470,Melbourne,Canberra
2014,8,236,Sydney,Canberra
2014,8,470,Melbourne,Canberra
2014,9,236,Sydney,Canberra
2014,9,470,Melbourne,Canberra
2014,10,236,Sydney,Canberra
2014,10,470,Melbourne,Canberra
2014,11,236,Sydney,Canberra
2014,11,470,Melbourne,Canberra
2014,12,236,Sydney,Canberra
2014,12,470,Melbourne,Canberra
2015,1,236,Sydney,Canberra
2015,1,470,Melbourne,Canberra
2015,2,236,Sydney,Canberra
2015,2,470,Melbourne,Canberra
2015,3,236,Sydney,Canberra
2015,3,470,Melbourne,Canberra
2015,4,236,Sydney,Canberra
2015,4,470,Melbourne,Canberra
2015,5,236,Sydney,Canberra
2015,5,470,Melbourne,Canberra
2015,6,236,Sydney,Canberra
2015,6,470,Melbourne,Canberra
2015,7,236,Sydney,Canberra
2015,7,470,Melbourne,Canberra
2015,8,236,Sydney,Canberra
2015,8,470,Melbourne,Canberra
2015,9,236,Sydney,Canberra
2015,9,470,Melbourne,Canberra
2015,10,236,Sydney,Canberra
2015,10,470,Melbourne,Canberra
2015,11,236,Sydney,Canberra
2015,11,470,Melbourne,Canberra
2015,12,236,Sydney,Canberra
2015,12,470,Melbourne,Canberra
2016,1,236,Sydney,Canberra
2016,1,470,Melbourne,Canberra
2016,2,236,Sydney,Canberra
2016,2,470,Melbourne,Canberra
2016,3,236,Sydney,Canberra
2016,3,470,Melbourne,Canberra
2016,4,236,Sydney,Canberra
2016,4,470,Melbourne,Canberra
2016,5,236,Sydney,Canberra
2016,5,470,Melbourne,Canberra
2016,6,236,Sydney,Canberra
2016,6,470,Melbourne,Canberra
2016,7,236,Sydney,Canberra
2016,7,470,Melbourne,Canberra
2016,8,236,Sydney,Canberra
2016,8,470,Melbourne,Canberra
2016,9,236,Sydney,Canberra
2016,9,470,Melbourne,Canberra
2016,10,236,Sydney,Canberra
2016,10,470,Melbourne,Canberra
2016,11,236,Sydney,Canberra
2016,11,470,Melbourne,Canberra
2016,12,236,Sydney,Canberra
2016,12,470,Melbourne,Canberra
2017,1,236,Sydney,Canberra
2017,1,470,Melbourne,Canberra
2017,2,236,Sydney,Canberra
2017,2,470,Melbourne,Canberra
2017,3,236,Sydney,Canberra
2017,3,470,Melbourne,Canberra
2017,4,236,Sydney,Canberra
2017,4,470,Melbourne,Canberra
2017,5,236,Sydney,Canberra
2017,5,470,Melbourne,Canberra
2017,6,236,Sydney,Canberra
2017,6,470,Melbourne,Canberra
2017,7,236,Sydney,Canberra
2017,7,470,Melbourne,Canberra
2017,8,236,Sydney,Canberra
2017,8,470,Melbourne,Canberra
2017,9,236,Sydney,Canberra
2017,9,470,Melbourne,Canberra
2017,10,236,Sydney,Canberra
2017,10,470,Melbourne,Canberra
2017,11,236,Sydney,Canberra
2017,11,470,Melbourne,Canberra
2017,12,236,Sydney,Canberra
2017,12,470,Melbourne,Canberra
2018,1,236,Sydney,Canberra
2018,1,470,Melbourne,Canberra
2018,2,236,Sydney,Canberra
2018,2,470,Melbourne,Canberra
2018,3,236,Sydney,Canberra
2018,3,470,Melbourne,Canberra
2018,4,236,Sydney,Canberra
2018,4,470,Melbourne,Canberra
2018,5,236,Sydney,Canberra
2018,5,470,Melbourne,Canberra
2018,6,236,Sydney,Canberra
2018,6,470,Melbourne,Canberra
2018,7,236,Sydney,Canberra
2018,7,470,Melbourne,Canberra
2018,8,236,Sydney,Canberra
2018,8,470,Melbourne,Canberra
2018,9,236,Sydney,Canberra
2018,9,470,Melbourne,Canberra
2018,10,236,Sydney,Canberra
2018,10,470,Melbourne,Canberra
2018,11,236,Sydney,Canberra
2018,11,470,Melbourne,Canberra
2018,12,236,Sydney,Canberra
2018,12,470,Melbourne,Canberra
2019,1,236,Sydney,Canberra
2019,1,470,Melbourne,Canberra
2019,2,236,Sydney,Canberra
2019,2,470,Melbourne,Canberra
2019,3,236,Sydney,Canberra
2019,3,470,Melbourne,Canberra
2019,4,236,Sydney,Canberra
2019,4,470,Melbourne,Canberra
2019,5,236,Sydney,Canberra
2019,5,470,Melbourne,Canberra
2019,6,236,Sydney,Canberra
2019,6,470,Melbourne,Canberra
2019,7,236,Sydney,Canberra
2019,7,470,Melbourne,Canberra
2019,8,236,Sydney,Canberra
2019,8,470,Melbourne,Canberra
2019,9,236,Sydney,Canberra
2019,9,470,Melbourne,Canberra
2019,10,236,Sydney,Canberra
2019,10,470,Melbourne,Canberra
2019,11,236,Sydney,Canberra
2019,11,470,Melbourne,Canberra
2019,12,236,Sydney,Canberra
2019,12,470,Melbourne,Canberra
2020,1,236,Sydney,Canberra
2020,1,470,Melbourne,Canberra
2020,2,236,Sydney,Canberra
2020,2,470,Melbourne,Canberra
2020,3,236,Sydney,Canberra
2020,3,470,Melbourne,Canberra
2020,4,236,Sydney,Canberra
2020,4,470,Melbourne,Canberra
2020,5,236,Sydney,Canberra
2020,5,470,Melbourne,Canberra
2020,6,236,Sydney,Canberra
2020,6,470,Melbourne,Canberra
2020,7,236,Sydney,Canberra
2020,7,470,Melbourne,Canberra
2020,8,236,Sydney,Canberra
2020,8,470,Melbourne,Canberra
2020,9,236,Sydney,Canberra
2020,9,470,Melbourne,Canberra
2020,10,236,Sydney,Canberra
2020,10,470,Melbourne,Canberra
2020,10,896,Gold Coast,Canberra
2020,11,236,Sydney,Canberra
2020,11,470,Melbourne,Canberra
2020,12,236,Sydney,Canberra
2020,12,470,Melbourne,Canberra
2020,12,894,Gold Coast,Canberra
2021,1,236,Sydney,Canberra
2021,1,470,Melbourne,Canberra
2021,1,895,Gold Coast,Canberra
2021,2,236,Sydney,Canberra
2021,2,470,Melbourne,Canberra
2021,3,236,Sydney,Canberra
2021,3,470,Melbourne,Canberra
2021,3,892,Gold Coast,Canberra
2021,4,236,Sydney,Canberra
2021,4,470,Melbourne,Canberra
2021,4,892,Gold Coast,Canberra
2021,5,236,Sydney,Canberra
2021,5,470,Melbourne,Canberra
2021,5,892,Gold Coast,Canberra
2021,6,236,Sydney,Canberra
2021,6,470,Melbourne,Canberra
2021,6,892,Gold Coast,Canberra
2021,7,236,Sydney,Canberra
2021,7,470,Melbourne,Canberra
2021,7,892,Gold Coast,Canberra
2021,8,236,Sydney,Canberra
2021,8,470,Melbourne,Canberra
2021,8,892,Gold Coast,Canberra
2021,9,236,Sydney,Canberra
2021,9,470,Melbourne,Canberra
2021,9,892,Gold Coast,Canberra
2021,10,236,Sydney,Canberra
2021,10,470,Melbourne,Canberra
2021,10,892,Gold Coast,Canberra
2021,11,236,Sydney,Canberra
2021,11,470,Melbourne,Canberra
2021,11,892,Gold Coast,Canberra
2021,12,236,Sydney,Canberra
2021,12,470,Melbourne,Canberra
2021,12,892,Gold Coast,Canberra
2022,1,236,Sydney,Canberra
2022,1,470,Melbourne,Canberra
2022,1,892,Gold Coast,Canberra
2022,2,236,Sydney,Canberra
2022,2,470,Melbourne,Canberra
2022,2,892,Gold Coast,Canberra
2022,3,236,Sydney,Canberra
2022,3,470,Melbourne,Canberra
2022,3,892,Gold Coast,Canberra
2022,4,236,Sydney,Canberra
2022,4,470,Melbourne,Canberra
2022,4,892,Gold Coast,Canberra
2022,5,236,Sydney,Canberra
2022,5,470,Melbourne,Canberra
2022,5,892,Gold Coast,Canberra
2022,6,236,Sydney,Canberra
2022,6,470,Melbourne,Canberra
2022,6,892,Gold Coast,Canberra
2022,7,236,Sydney,Canberra
2022,7,470,Melbourne,Canberra
2022,7,892,Gold Coast,Canberra
2022,8,236,Sydney,Canberra
2022,8,470,Melbourne,Canberra
2022,8,892,Gold Coast,Canberra
2022,9,236,Sydney,Canberra
2022,9,470,Melbourne,Canberra
2022,9,892,Gold Coast,Canberra
2022,10,236,Sydney,Canberra
2022,10,470,Melbourne,Canberra
2022,10,892,Gold Coast,Canberra
2022,11,236,Sydney,Canberra
2022,11,470,Melbourne,Canberra
2022,11,892,Gold Coast,Canberra
2022,12,236,Sydney,Canberra
2022,12,470,Melbourne,Canberra
2022,12,892,Gold Coast,Canberra
2023,1,236,Sydney,Canberra
2023,1,470,Melbourne,Canberra
2023,1,892,Gold Coast,Canberra
2023,2,236,Sydney,Canberra
2023,2,470,Melbourne,Canberra
2023,2,892,Gold Coast,Canberra
2023,3,236,Sydney,Canberra
2023,3,470,Melbourne,Canberra
2023,3,892,Gold Coast,Canberra
2023,4,236,Sydney,Canberra
2023,4,470,Melbourne,Canberra
2023,4,892,Gold Coast,Canberra
2023,5,236,Sydney,Canberra
2023,5,470,Melbourne,Canberra
2023,5,892,Gold Coast,Canberra
2023,6,236,Sydney,Canberra
2023,6,470,Melbourne,Canberra
2023,6,892,Gold Coast,Canberra
2023,7,236,Sydney,Canberra
2023,7,470,Melbourne,Canberra
2023,7,892,Gold Coast,Canberra
2023,8,236,Sydney,Canberra
2023,8,470,Melbourne,Canberra
2023,8,892,Gold Coast,Canberra
2023,9,236,Sydney,Canberra
2023,9,470,Melbourne,Canberra
2023,9,892,Gold Coast,Canberra
2023,10,236,Sydney,Canberra
2023,10,470,Melbourne,Canberra
2023,10,892,Gold Coast,Canberra
2023,11,236,Sydney,Canberra
2023,11,470,Melbourne,Canberra
2023,11,892,Gold Coast,Canberra
2023,12,236,Sydney,Canberra
2023,12,470,Melbourne,Canberra
2023,12,892,Gold Coast,Canberra
2024,1,236,Sydney,Canberra
2024,1,470,Melbourne,Canberra
2024,1,892,Gold Coast,Canberra
2008,1,443,Sydney,Coffs Harbour
2008,2,443,Sydney,Coffs Harbour
2008,3,443,Sydney,Coffs Harbour
2008,4,443,Sydney,Coffs Harbour
2008,5,443,Sydney,Coffs Harbour
2008,6,443,Sydney,Coffs Harbour
2008,7,443,Sydney,Coffs Harbour
2008,8,443,Sydney,Coffs Harbour
2008,9,443,Sydney,Coffs Harbour
2008,10,443,Sydney,Coffs Harbour
2008,11,443,Sydney,Coffs Harbour
2008,12,443,Sydney,Coffs Harbour
2009,1,443,Sydney,Coffs Harbour
2009,2,443,Sydney,Coffs Harbour
2009,3,443,Sydney,Coffs Harbour
2009,4,443,Sydney,Coffs Harbour
2009,5,443,Sydney,Coffs Harbour
2009,6,443,Sydney,Coffs Harbour
2009,7,443,Sydney,Coffs Harbour
2009,8,443,Sydney,Coffs Harbour
2009,9,443,Sydney,Coffs Harbour
2009,10,443,Sydney,Coffs Harbour
2009,11,443,Sydney,Coffs Harbour
2009,12,443,Sydney,Coffs Harbour
2010,1,443,Sydney,Coffs Harbour
2010,2,443,Sydney,Coffs Harbour
2010,3,443,Sydney,Coffs Harbour
2010,4,443,Sydney,Coffs Harbour
2010,5,443,Sydney,Coffs Harbour
2010,6,443,Sydney,Coffs Harbour
2010,7,443,Sydney,Coffs Harbour
2010,8,443,Sydney,Coffs Harbour
2010,9,443,Sydney,Coffs Harbour
2010,10,443,Sydney,Coffs Harbour
2010,11,443,Sydney,Coffs Harbour
2010,12,443,Sydney,Coffs Harbour
2011,1,443,Sydney,Coffs Harbour
2011,2,443,Sydney,Coffs Harbour
2011,3,443,Sydney,Coffs Harbour
2011,4,443,Sydney,Coffs Harbour
2011,5,443,Sydney,Coffs Harbour
2011,6,443,Sydney,Coffs Harbour
2011,7,443,Sydney,Coffs Harbour
2011,8,443,Sydney,Coffs Harbour
2011,9,443,Sydney,Coffs Harbour
2011,10,443,Sydney,Coffs Harbour
2011,11,443,Sydney,Coffs Harbour
2011,12,443,Sydney,Coffs Harbour
2012,1,443,Sydney,Coffs Harbour
2012,2,443,Sydney,Coffs Harbour
2012,3,443,Sydney,Coffs Harbour
2012,4,443,Sydney,Coffs Harbour
2012,5,443,Sydney,Coffs Harbour
2012,6,443,Sydney,Coffs Harbour
2012,7,443,Sydney,Coffs Harbour
2012,8,443,Sydney,Coffs Harbour
2012,9,443,Sydney,Coffs Harbour
2012,10,443,Sydney,Coffs Harbour
2012,11,443,Sydney,Coffs Harbour
2012,12,443,Sydney,Coffs Harbour
2013,1,443,Sydney,Coffs Harbour
2013,2,443,Sydney,Coffs Harbour
2013,3,443,Sydney,Coffs Harbour
2013,4,443,Sydney,Coffs Harbour
2013,5,443,Sydney,Coffs Harbour
2013,6,443,Sydney,Coffs Harbour
2013,7,443,Sydney,Coffs Harbour
2013,8,443,Sydney,Coffs Harbour
2013,9,443,Sydney,Coffs Harbour
2013,10,443,Sydney,Coffs Harbour
2013,11,443,Sydney,Coffs Harbour
2013,12,443,Sydney,Coffs Harbour
2014,1,443,Sydney,Coffs Harbour
2014,2,443,Sydney,Coffs Harbour
2014,3,443,Sydney,Coffs Harbour
2014,4,443,Sydney,Coffs Harbour
2014,5,443,Sydney,Coffs Harbour
2014,6,443,Sydney,Coffs Harbour
2014,7,443,Sydney,Coffs Harbour
2014,8,443,Sydney,Coffs Harbour
2014,9,443,Sydney,Coffs Harbour
2014,10,443,Sydney,Coffs Harbour
2014,11,443,Sydney,Coffs Harbour
2014,12,443,Sydney,Coffs Harbour
2015,1,443,Sydney,Coffs Harbour
2015,2,443,Sydney,Coffs Harbour
2015,3,443,Sydney,Coffs Harbour
